phrase_originale,nom1,nom2,determinant,nom1_lemme,nom2_lemme,definitude,type_jdm,est_valide,notes
un certain projet de accoucher d'une souris,un certain projet,accoucher d'une souris,de,un certain projet,accoucher d'une souri,False,r_processus_agent,True,
ce projet de accoucher d'une souris,ce projet,accoucher d'une souris,de,ce projet,accoucher d'une souri,False,r_processus_agent,True,
un film du distraire,film,distraire,du,film,distraire,True,r_processus_agent,True,
ce film de ennuyer,film,ennuyer,de,film,ennuyer,False,r_processus_agent,True,
le film de l'ennuyer,le film,l'ennuyer,de,le film,l'ennuyer,False,r_processus_agent,True,
la film du surprendre,film,surprendre,du,film,surprendre,True,r_processus_agent,True,
chaque film de sortir,film,sortir,de,film,sortir,False,r_processus_agent,True,
un film de commencer,film,commencer,de,film,commencer,False,r_processus_agent,True,
tout film de commener,film,commener,de,film,commener,False,r_processus_agent,True,
ce film de provoquer,film,provoquer,de,film,provoquer,False,r_processus_agent,True,
la film du se dérouler,film,se dérouler,du,film,se dérouler,True,r_processus_agent,True,
un film de déplaire,film,déplaire,de,film,déplaire,False,r_processus_agent,True,
ce film de choquer,film,choquer,de,film,choquer,False,r_processus_agent,True,
un certain film de raconter,film,raconter,de,film,raconter,False,r_processus_agent,True,
le film de l'inspirer,le film,l'inspirer,de,le film,l'inspirer,False,r_processus_agent,True,
un film du produire,film,produire,du,film,produire,True,r_processus_agent,True,
ce film de effrayer,film,effrayer,de,film,effrayer,False,r_processus_agent,True,
ce film de terroriser,film,terroriser,de,film,terroriser,False,r_processus_agent,True,
un certain film de envoûter,film,envoûter,de,film,envoûter,False,r_processus_agent,True,
ce film de émouvoir,film,émouvoir,de,film,émouvoir,False,r_processus_agent,True,
tout film de avoir du succès,tout film de avoir,succès,du,tout film de avoir,succè,True,r_processus_agent,True,
chaque film de avoir du succès,chaque film de avoir,succès,du,chaque film de avoir,succè,True,r_processus_agent,True,
quel film de marquer,film,marquer,de,film,marquer,False,r_processus_agent,True,
un cértain film de récupérer,film,récupérer,de,film,récupérer,False,r_processus_agent,True,
film de l'heurter,film,l'heurter,de,film,l'heurter,False,r_processus_agent,True,
tout film de horrifier,film,horrifier,de,film,horrifier,False,r_processus_agent,True,
une film de pleurer,film,pleurer,de,film,pleurer,False,r_processus_agent,True,
quel fiilm de faire peur,fiilm,faire peur,de,fiilm,faire peur,False,r_processus_agent,True,
chaque film de faire peur,film,faire peur,de,film,faire peur,False,r_processus_agent,True,
la film du toucher,film,toucher,du,film,toucher,True,r_processus_agent,True,
le  film de divertir,film,divertir,de,film,divertir,False,r_processus_agent,True,
quel film de empoigner,film,empoigner,de,film,empoigner,False,r_processus_agent,True,
un certain film de se décoller,film,se décoller,de,film,se décoller,False,r_processus_agent,True,
la ilm de se décoller,ilm,se décoller,de,ilm,se décoller,False,r_processus_agent,True,
la film de décrire,film,décrire,de,film,décrire,False,r_processus_agent,True,
ce film de plaire,film,plaire,de,film,plaire,False,r_processus_agent,True,
un certain film de continuer,film,continuer,de,film,continuer,False,r_processus_agent,True,
chaque  film de se gendarmer,film,se gendarmer,de,film,se gendarmer,False,r_processus_agent,True,
le film du faire de la peine,le film du faire,la peine,de,le film du faire,la peine,False,r_processus_agent,True,
ce film de faire de la peine,ce film de faire,la peine,de,ce film de faire,la peine,False,r_processus_agent,True,
tout film de faire de la peine,tout film de faire,la peine,de,tout film de faire,la peine,False,r_processus_agent,True,
chaque film de faire du bruit,chaque film de faire,bruit,du,chaque film de faire,bruit,True,r_processus_agent,True,
quel film de faire du bruit,quel film de faire,bruit,du,quel film de faire,bruit,True,r_processus_agent,True,
un certain fillm de faire du bruit,un certain fillm de faire,bruit,du,un certain fillm de faire,bruit,True,r_processus_agent,True,
ce film de faire un tabac,film,faire un tabac,de,film,faire un tabac,False,r_processus_agent,True,
quel film de faire rire,film,faire rire,de,film,faire rire,False,r_processus_agent,True,
le film de l'envouter,le film,l'envouter,de,le film,l'envouter,False,r_processus_agent,True,
chaque film de faire sensation,film,faire sensation,de,film,faire sensation,False,r_processus_agent,True,
un certain film de remporter un vif succès,film,remporter un vif succès,de,film,remporter un vif succè,False,r_processus_agent,True,
ce film de se tailler un beau succès,film,se tailler un beau succès,de,film,se tailler un beau succè,False,r_processus_agent,True,
le film de faire un crton,film,faire un crton,de,film,faire un crton,False,r_processus_agent,True,
ce film de faire un carton,film,faire un carton,de,film,faire un carton,False,r_processus_agent,True,
tout film de faire du foin,tout film de faire,foin,du,tout film de faire,foin,True,r_processus_agent,True,
chaque film de faire du foin,chaque film de faire,foin,du,chaque film de faire,foin,True,r_processus_agent,True,
une film de faire du foin,une film de faire,foin,du,une film de faire,foin,True,r_processus_agent,True,
tout film de faire pleurer,film,faire pleurer,de,film,faire pleurer,False,r_processus_agent,True,
un film du fairè un bisou,film,fairè un bisou,du,film,fairè un bisou,True,r_processus_agent,True,
quel film de faire un bisou,film,faire un bisou,de,film,faire un bisou,False,r_processus_agent,True,
chaque film de être nul,film,être nul,de,film,être nul,False,r_processus_agent,True,
ce destruction de entreprendre,destruction,entreprendre,de,destruction,entreprendre,False,r_processus_patient,True,
une destruction de l'entreprendre,une destruction,l'entreprendre,de,une destruction,l'entreprendre,False,r_processus_patient,True,
le destruction de l'annoncer,le destruction,l'annoncer,de,le destruction,l'annoncer,False,r_processus_patient,True,
chaque destruction de reconstruire,destruction,reconstruire,de,destruction,reconstruire,False,r_processus_patient,True,
un destruction de survivre à,destruction,survivre à,de,destruction,survivre à,False,r_processus_patient,True,
un certain destruction de vivre plus longtemps que,destruction,vivre plus longtemps que,de,destruction,vivre plus longtemps que,False,r_processus_patient,True,
destruction du durer plus longtemps que,destruction,durer plus longtemps que,de,destruction,durer plus longtemps que,False,r_processus_patient,True,
chaque construction de assurer,construction,assurer,de,construction,assurer,False,r_processus_patient,True,
un  construction de terminer,construction,terminer,de,construction,terminer,False,r_processus_patient,True,
un  construction de solidifier,construction,solidifier,de,construction,solidifier,False,r_processus_patient,True,
tout construction de soliifier,construction,soliifier,de,construction,soliifier,False,r_processus_patient,True,
chaque construction de entreprendre,construction,entreprendre,de,construction,entreprendre,False,r_processus_patient,True,
la construction de l'entreprendre,la construction,l'entreprendre,de,la construction,l'entreprendre,False,r_processus_patient,True,
tout construction de retaper,construction,retaper,de,construction,retaper,False,r_processus_patient,True,
chaque construction de ravaler,construction,ravaler,de,construction,ravaler,False,r_processus_patient,True,
chaquè construction de soutenir,construction,soutenir,de,construction,soutenir,False,r_processus_patient,True,
constuction du démolir,constuction,démolir,du,constuction,démolir,True,r_processus_patient,True,
quel construction de démolir,construction,démolir,de,construction,démolir,False,r_processus_patient,True,
chaque construction de chiffrer,construction,chiffrer,de,construction,chiffrer,False,r_processus_patient,True,
construction de l'empêcher,construction,l'empêcher,de,construction,l'empêcher,False,r_processus_patient,True,
la construction de  détruire,construction,détruire,de,construction,détruire,False,r_processus_patient,True,
tout construction de diriger,construction,diriger,de,construction,diriger,False,r_processus_patient,True,
quel cuisson de commencer,cuisson,commencer,de,cuisson,commencer,False,r_processus_patient,True,
cuisson du prolonger,cuisson,prolonger,du,cuisson,prolonger,True,r_processus_patient,True,
ce cuisson de surveiller,cuisson,surveiller,de,cuisson,surveiller,False,r_processus_patient,True,
un cuisson de finalliser,cuisson,finalliser,de,cuisson,finalliser,False,r_processus_patient,True,
tout  cuisson de finaliser,cuisson,finaliser,de,cuisson,finaliser,False,r_processus_patient,True,
une cuisson de nécessiter,cuisson,nécessiter,de,cuisson,nécessiter,False,r_processus_patient,True,
un certain cuisson de subir,cuisson,subir,de,cuisson,subir,False,r_processus_patient,True,
ce cuisson de minuter,cuisson,minuter,de,cuisson,minuter,False,r_processus_patient,True,
tout cuisson de rater,cuisson,rater,de,cuisson,rater,False,r_processus_patient,True,
tout cuisson de vérifier,cuisson,vérifier,de,cuisson,vérifier,False,r_processus_patient,True,
quel cuisson de accompagner,cuisson,accompagner,de,cuisson,accompagner,False,r_processus_patient,True,
ce cuisson de accmpagner,cuisson,accmpagner,de,cuisson,accmpagner,False,r_processus_patient,True,
quel cuisson de continuer,cuisson,continuer,de,cuisson,continuer,False,r_processus_patient,True,
une  cuisson du démarrer,cuisson,démarrer,du,cuisson,démarrer,True,r_processus_patient,True,
un certain lecture de faciliter,lecture,faciliter,de,lecture,faciliter,False,r_processus_patient,True,
lecture de l'aimer,lecture,l'aimer,de,lecture,l'aimer,False,r_processus_patient,True,
tout lécture de empêcher,lécture,empêcher,de,lécture,empêcher,False,r_processus_patient,True,
quel lecturee de empêcher,lecturee,empêcher,de,lecturee,empêcher,False,r_processus_patient,True,
ce lecture de empêcher,lecture,empêcher,de,lecture,empêcher,False,r_processus_patient,True,
chaque lecture de se plonger dans,lecture,se plonger dans,de,lecture,se plonger dan,False,r_processus_patient,True,
un lectue du reprendre,lectue,reprendre,du,lectue,reprendre,True,r_processus_patient,True,
ce lecture de reprendre,lecture,reprendre,de,lecture,reprendre,False,r_processus_patient,True,
un certain lecture de se faciliter,lecture,se faciliter,de,lecture,se faciliter,False,r_processus_patient,True,
quel analyse de réiger,analyse,réiger,de,analyse,réiger,False,r_processus_patient,True,
un certain analyse de rédiger,analyse,rédiger,de,analyse,rédiger,False,r_processus_patient,True,
ce analyse de faciliter,analyse,faciliter,de,analyse,faciliter,False,r_processus_patient,True,
tout analyse de publier,analyse,publier,de,analyse,publier,False,r_processus_patient,True,
chaque analyse de se faciliter,analyse,se faciliter,de,analyse,se faciliter,False,r_processus_patient,True,
chaque outil de retirer,outil,retirer,de,outil,retirer,False,r_processus>instr-1,True,
un certain outil de façonner,outil,façonner,de,outil,façonner,False,r_processus>instr-1,True,
un certain outil de réaliser,outil,réaliser,de,outil,réaliser,False,r_processus>instr-1,True,
quel outil de modifier,outil,modifier,de,outil,modifier,False,r_processus>instr-1,True,
quèl outil de blesser,outil,blesser,de,outil,blesser,False,r_processus>instr-1,True,
une outil de l'enterrer,une outil,l'enterrer,de,une outil,l'enterrer,False,r_processus>instr-1,True,
quel outil de démonter,outil,démonter,de,outil,démonter,False,r_processus>instr-1,True,
quel outil de peindre,outil,peindre,de,outil,peindre,False,r_processus>instr-1,True,
ce outil de fabriquer,outil,fabriquer,de,outil,fabriquer,False,r_processus>instr-1,True,
la outil du frapper,outil,frapper,du,outil,frapper,True,r_processus>instr-1,True,
un certain otil de frapper,otil,frapper,de,otil,frapper,False,r_processus>instr-1,True,
la outil de sculpter,outil,sculpter,de,outil,sculpter,False,r_processus>instr-1,True,
un certain outil de bloquer,outil,bloquer,de,outil,bloquer,False,r_processus>instr-1,True,
un outil du démanteler,outil,démanteler,du,outil,démanteler,True,r_processus>instr-1,True,
une outil de l'utiliser,une outil,l'utiliser,de,une outil,l'utiliser,False,r_processus>instr-1,True,
une outil de casser,outil,casser,de,outil,casser,False,r_processus>instr-1,True,
tout outil de former,outil,former,de,outil,former,False,r_processus>instr-1,True,
un certain outil de adapter,outil,adapter,de,outil,adapter,False,r_processus>instr-1,True,
outil de l'adapter,outil,l'adapter,de,outil,l'adapter,False,r_processus>instr-1,True,
la outil du travailler,outil,travailler,du,outil,travailler,True,r_processus>instr-1,True,
un certain outil de ramasser,outil,ramasser,de,outil,ramasser,False,r_processus>instr-1,True,
outil du machiner,outil,machiner,du,outil,machiner,True,r_processus>instr-1,True,
tout outil de agir,outil,agir,de,outil,agir,False,r_processus>instr-1,True,
la outil de l'agir,la outil,l'agir,de,la outil,l'agir,False,r_processus>instr-1,True,
tout outil de construire,outil,construire,de,outil,construire,False,r_processus>instr-1,True,
quel outil de rénover,outil,rénover,de,outil,rénover,False,r_processus>instr-1,True,
chaque outil de charcuter,outil,charcuter,de,outil,charcuter,False,r_processus>instr-1,True,
quel outil de réparer,outil,réparer,de,outil,réparer,False,r_processus>instr-1,True,
tout outil de répaer,outil,répaer,de,outil,répaer,False,r_processus>instr-1,True,
outil de forcer,outil,forcer,de,outil,forcer,False,r_processus>instr-1,True,
chaque outil de finir,outil,finir,de,outil,finir,False,r_processus>instr-1,True,
un certain outil de restaurer,outil,restaurer,de,outil,restaurer,False,r_processus>instr-1,True,
tout outil de langer,outil,langer,de,outil,langer,False,r_processus>instr-1,True,
outil de couper,outil,couper,de,outil,couper,False,r_processus>instr-1,True,
un certain outil de creuser,outil,creuser,de,outil,creuser,False,r_processus>instr-1,True,
chaque outil de bricoler,outil,bricoler,de,outil,bricoler,False,r_processus>instr-1,True,
une instrument de  réaliser,instrument,réaliser,de,instrument,réaliser,False,r_processus>instr-1,True,
quel instrument de réalser,instrument,réalser,de,instrument,réalser,False,r_processus>instr-1,True,
un instrument de carillonner,instrument,carillonner,de,instrument,carillonner,False,r_processus>instr-1,True,
tout instrumènt de carillonner,instrumènt,carillonner,de,instrumènt,carillonner,False,r_processus>instr-1,True,
le instrument du fabriquer,instrument,fabriquer,du,instrument,fabriquer,True,r_processus>instr-1,True,
un cerain instrument de refaire,instrument,refaire,de,instrument,refaire,False,r_processus>instr-1,True,
un instrument de l'orchestrer,un instrument,l'orchestrer,de,un instrument,l'orchestrer,False,r_processus>instr-1,True,
instrument de créer,instrument,créer,de,instrument,créer,False,r_processus>instr-1,True,
quel instrument de finir,instrument,finir,de,instrument,finir,False,r_processus>instr-1,True,
le nstrument de jouer,nstrument,jouer,de,nstrument,jouer,False,r_processus>instr-1,True,
tout instrument de jouer,instrument,jouer,de,instrument,jouer,False,r_processus>instr-1,True,
tout instrument de faire de la musique,tout instrument de faire,la musique,de,tout instrument de faire,la musique,False,r_processus>instr-1,True,
ce nstrument de faire de la musique,ce nstrument de faire,la musique,de,ce nstrument de faire,la musique,False,r_processus>instr-1,True,
instrument de faire de la musique,instrument de faire,la musique,de,instrument de faire,la musique,False,r_processus>instr-1,True,
instrument de jouer de la musique,instrument de jouer,la musique,de,instrument de jouer,la musique,False,r_processus>instr-1,True,
une instrument du jouer de la musique,une instrument du jouer,la musique,de,une instrument du jouer,la musique,False,r_processus>instr-1,True,
tout instrument de jouer de la musique,tout instrument de jouer,la musique,de,tout instrument de jouer,la musique,False,r_processus>instr-1,True,
quel instrument de diffuser de la musique,quel instrument de diffuser,la musique,de,quel instrument de diffuser,la musique,False,r_processus>instr-1,True,
ce instrument de diffuser de la musique,ce instrument de diffuser,la musique,de,ce instrument de diffuser,la musique,False,r_processus>instr-1,True,
la instrument du diffuser de la musique,la instrument du diffuser,la musique,de,la instrument du diffuser,la musique,False,r_processus>instr-1,True,
une machine du pétrir,machine,pétrir,du,machine,pétrir,True,r_processus>instr-1,True,
tout machine de démanteler,machine,démanteler,de,machine,démanteler,False,r_processus>instr-1,True,
chaque machine de rapiécer,machine,rapiécer,de,machine,rapiécer,False,r_processus>instr-1,True,
ce machine de linger,machine,linger,de,machine,linger,False,r_processus>instr-1,True,
chaque machine de tisser,machine,tisser,de,machine,tisser,False,r_processus>instr-1,True,
quel machine de rincer,machine,rincer,de,machine,rincer,False,r_processus>instr-1,True,
un certain machine de broyer,machine,broyer,de,machine,broyer,False,r_processus>instr-1,True,
tout appareil de pétrir,appareil,pétrir,de,appareil,pétrir,False,r_processus>instr-1,True,
ce appareil de modifier,appareil,modifier,de,appareil,modifier,False,r_processus>instr-1,True,
quel appareil de zézayer,appareil,zézayer,de,appareil,zézayer,False,r_processus>instr-1,True,
tout appareil de friser,appareil,friser,de,appareil,friser,False,r_processus>instr-1,True,
chaque appareil de mesurer,appareil,mesurer,de,appareil,mesurer,False,r_processus>instr-1,True,
ce appareil de voler,appareil,voler,de,appareil,voler,False,r_processus>instr-1,True,
chaque appareil de tester,appareil,tester,de,appareil,tester,False,r_processus>instr-1,True,
chaque appareil de vibrer,appareil,vibrer,de,appareil,vibrer,False,r_processus>instr-1,True,
ce appareil de prendre,appareil,prendre,de,appareil,prendre,False,r_processus>instr-1,True,
cê appareil de remplir,appareil,remplir,de,appareil,remplir,False,r_processus>instr-1,True,
quel appareil de photographier,appareil,photographier,de,appareil,photographier,False,r_processus>instr-1,True,
une appareil de garnir,appareil,garnir,de,appareil,garnir,False,r_processus>instr-1,True,
le aappareil du garnir,aappareil,garnir,du,aappareil,garnir,True,r_processus>instr-1,True,
ce appareil de jaillir,appareil,jaillir,de,appareil,jaillir,False,r_processus>instr-1,True,
appareil  de l'ouïr,appareil,l'ouïr,de,appareil,l'ouïr,False,r_processus>instr-1,True,
une appaeil de enregistrer,appaeil,enregistrer,de,appaeil,enregistrer,False,r_processus>instr-1,True,
tout appareil de langer,appareil,langer,de,appareil,langer,False,r_processus>instr-1,True,
quel appareil de zozoter,appareil,zozoter,de,appareil,zozoter,False,r_processus>instr-1,True,
une appareil de zézéyer,appareil,zézéyer,de,appareil,zézéyer,False,r_processus>instr-1,True,
quel ustensile de ramasser,ustensile,ramasser,de,ustensile,ramasser,False,r_processus>instr-1,True,
quel ustensile de cuisiner,ustensile,cuisiner,de,ustensile,cuisiner,False,r_processus>instr-1,True,
tout ustensile de cisiner,ustensile,cisiner,de,ustensile,cisiner,False,r_processus>instr-1,True,
quel ustensile de touiller,ustensile,touiller,de,ustensile,touiller,False,r_processus>instr-1,True,
un certain force de vivant,force,vivant,de,force,vivant,False,r_has_property-1,True,
ce  force de musculaire,force,musculaire,de,force,musculaire,False,r_has_property-1,True,
la force de tranquille,force,tranquille,de,force,tranquille,False,r_has_property-1,True,
forcê de vive,forcê,vive,de,forcê,vive,False,r_has_property-1,True,
tout orce de vive,orce,vive,de,orce,vive,False,r_has_property-1,True,
un certain force de donné,force,donné,de,force,donné,False,r_has_property-1,True,
tout forcè de donné,forcè,donné,de,forcè,donné,False,r_has_property-1,True,
force du conjuguée,force,conjuguée,du,force,conjuguée,True,r_has_property-1,True,
un force du physique,force,physique,du,force,physique,True,r_has_property-1,True,
un ertain force de sauvage,force,sauvage,de,force,sauvage,False,r_has_property-1,True,
un certain force de brute,force,brute,de,force,brute,False,r_has_property-1,True,
chaque force de conjugué,force,conjugué,de,force,conjugué,False,r_has_property-1,True,
un certain force de vivipare,force,vivipare,de,force,vivipare,False,r_has_property-1,True,
ce force de donnée,force,donnée,de,force,donnée,False,r_has_property-1,True,
tout force de exercé,force,exercé,de,force,exercé,False,r_has_property-1,True,
un certain force de execé,force,execé,de,force,execé,False,r_has_property-1,True,
quel force de affriolant,force,affriolant,de,force,affriolant,False,r_has_property-1,True,
un cêrtain force de mort,force,mort,de,force,mort,False,r_has_property-1,True,
un force du mentale,force,mentale,du,force,mentale,True,r_has_property-1,True,
quel force de puissant,force,puissant,de,force,puissant,False,r_has_property-1,True,
un certain force de électrique,force,électrique,de,force,électrique,False,r_has_property-1,True,
force de jolie,force,jolie,de,force,jolie,False,r_has_property-1,True,
la force de l'armée,la force,l'armée,de,la force,l'armée,False,r_has_property-1,True,
tout force de musculeuse,force,musculeuse,de,force,musculeuse,False,r_has_property-1,True,
tout force de spéciale,force,spéciale,de,force,spéciale,False,r_has_property-1,True,
la force de grande,force,grande,de,force,grande,False,r_has_property-1,True,
la force de humaine,force,humaine,de,force,humaine,False,r_has_property-1,True,
force de l'humaine,force,l'humaine,de,force,l'humaine,False,r_has_property-1,True,
chaque force de de frappe,force,de frappe,de,force,de frappe,False,r_has_property-1,True,
force du de frappe,force du,frappe,de,force du,frappe,False,r_has_property-1,True,
tout force de puissante,force,puissante,de,force,puissante,False,r_has_property-1,True,
un force du brutale,force,brutale,du,force,brutale,True,r_has_property-1,True,
tout foce de brutale,foce,brutale,de,foce,brutale,False,r_has_property-1,True,
un certain force de de la nature,un certain force de,la nature,de,un certain force de,la nature,False,r_has_property-1,True,
la force du de la nature,la force du,la nature,de,la force du,la nature,False,r_has_property-1,True,
quel force de de la nature,quel force de,la nature,de,quel force de,la nature,False,r_has_property-1,True,
une force du gravitatoire,force,gravitatoire,du,force,gravitatoire,True,r_has_property-1,True,
un force de collective,force,collective,de,force,collective,False,r_has_property-1,True,
force de attractive,force,attractive,de,force,attractive,False,r_has_property-1,True,
un  certain force de bilatéralement symétrique,force,bilatéralement symétrique,de,force,bilatéralement symétrique,False,r_has_property-1,True,
ce force de équivalente,force,équivalente,de,force,équivalente,False,r_has_property-1,True,
quel forcce de exercée,forcce,exercée,de,forcce,exercée,False,r_has_property-1,True,
quél force de human,force,human,de,force,human,False,r_has_property-1,True,
une force de l'human,une force,l'human,de,une force,l'human,False,r_has_property-1,True,
ce force de tentante,force,tentante,de,force,tentante,False,r_has_property-1,True,
force du fonctionné,force,fonctionné,du,force,fonctionné,True,r_has_property-1,True,
ce force de fonctionnée,force,fonctionnée,de,force,fonctionnée,False,r_has_property-1,True,
un certain force de puisé,force,puisé,de,force,puisé,False,r_has_property-1,True,
un force de puisée,force,puisée,de,force,puisée,False,r_has_property-1,True,
tout force de très musclé,force,très musclé,de,force,très musclé,False,r_has_property-1,True,
chaque intelligence de lucide,intelligence,lucide,de,intelligence,lucide,False,r_has_property-1,True,
tout intelligence de variable,intelligence,variable,de,intelligence,variable,False,r_has_property-1,True,
intelligence de tactique,intelligence,tactique,de,intelligence,tactique,False,r_has_property-1,True,
le  intelligence de vive,intelligence,vive,de,intelligence,vive,False,r_has_property-1,True,
quel intelligence de frelaté,intelligence,frelaté,de,intelligence,frelaté,False,r_has_property-1,True,
la intelligence de normale,intelligence,normale,de,intelligence,normale,False,r_has_property-1,True,
un intelligence du faible,intelligence,faible,du,intelligence,faible,True,r_has_property-1,True,
une intelligence de l'artificielle,une intelligence,l'artificielle,de,une intelligence,l'artificielle,False,r_has_property-1,True,
intelligence de artificielle,intelligence,artificielle,de,intelligence,artificielle,False,r_has_property-1,True,
quêl intelligence de en général,intelligence,en général,de,intelligence,en général,False,r_has_property-1,True,
ce intelligence de more,intelligence,more,de,intelligence,more,False,r_has_property-1,True,
chaque intelligence de noble,intelligence,noble,de,intelligence,noble,False,r_has_property-1,True,
ce intelligence de précoce,intelligence,précoce,de,intelligence,précoce,False,r_has_property-1,True,
tout intelligence de supérieure,intelligence,supérieure,de,intelligence,supérieure,False,r_has_property-1,True,
la intelligence de stratégique,intelligence,stratégique,de,intelligence,stratégique,False,r_has_property-1,True,
un certain intelligence de vaste,intelligence,vaste,de,intelligence,vaste,False,r_has_property-1,True,
tout intelligence de remarquable,intelligence,remarquable,de,intelligence,remarquable,False,r_has_property-1,True,
intelligence de belle,intelligence,belle,de,intelligence,belle,False,r_has_property-1,True,
un cértain intelligence de élevé,intelligence,élevé,de,intelligence,élevé,False,r_has_property-1,True,
quel intelligence de pratique,intelligence,pratique,de,intelligence,pratique,False,r_has_property-1,True,
la intelligence de l'humaine,la intelligence,l'humaine,de,la intelligence,l'humaine,False,r_has_property-1,True,
chaque intelligence de mesurée,intelligence,mesurée,de,intelligence,mesurée,False,r_has_property-1,True,
quel intelligence de illuminée,intelligence,illuminée,de,intelligence,illuminée,False,r_has_property-1,True,
le intelligence de l'exceptionnelle,le intelligence,l'exceptionnelle,de,le intelligence,l'exceptionnelle,False,r_has_property-1,True,
chaque intelligence de collective,intelligence,collective,de,intelligence,collective,False,r_has_property-1,True,
chaquè intelligence de surnaturelle,intelligence,surnaturelle,de,intelligence,surnaturelle,False,r_has_property-1,True,
la intelligence du simulée,intelligence,simulée,du,intelligence,simulée,True,r_has_property-1,True,
tout intélligence de simulée,intélligence,simulée,de,intélligence,simulée,False,r_has_property-1,True,
tout intelligence de réchauffée,intelligence,réchauffée,de,intelligence,réchauffée,False,r_has_property-1,True,
ce intelligence de stimulée,intelligence,stimulée,de,intelligence,stimulée,False,r_has_property-1,True,
une intelligence du émotionnelle,intelligence,émotionnelle,du,intelligence,émotionnelle,True,r_has_property-1,True,
ce intelligence de admirée,intelligence,admirée,de,intelligence,admirée,False,r_has_property-1,True,
la intelligence de l'admirée,la intelligence,l'admirée,de,la intelligence,l'admirée,False,r_has_property-1,True,
un certain intelligence de en anglais,intelligence,en anglais,de,intelligence,en anglai,False,r_has_property-1,True,
la intelligence de emotional,intelligence,emotional,de,intelligence,emotional,False,r_has_property-1,True,
courage de extraordinaire,courage,extraordinaire,de,courage,extraordinaire,False,r_has_property-1,True,
un courage de désirable,courage,désirable,de,courage,désirable,False,r_has_property-1,True,
la courage du rassemblé,courage,rassemblé,du,courage,rassemblé,True,r_has_property-1,True,
la courage de l'audacieux,la courage,l'audacieux,de,la courage,l'audacieu,False,r_has_property-1,True,
quel courage de opposant,courage,opposant,de,courage,opposant,False,r_has_property-1,True,
le courage de l'opposant,le courage,l'opposant,de,le courage,l'opposant,False,r_has_property-1,True,
un  certain courage de redoublé,courage,redoublé,de,courage,redoublé,False,r_has_property-1,True,
chaque courage de manifesté,courage,manifesté,de,courage,manifesté,False,r_has_property-1,True,
quêl courage de fonctionné,courage,fonctionné,de,courage,fonctionné,False,r_has_property-1,True,
tout curage de fonctionné,curage,fonctionné,de,curage,fonctionné,False,r_has_property-1,True,
un certain courage de puisé,courage,puisé,de,courage,puisé,False,r_has_property-1,True,
chaque gentillesse de grande,gentillesse,grande,de,gentillesse,grande,False,r_has_property-1,True,
un sagesse du politique,sagesse,politique,du,sagesse,politique,True,r_has_property-1,True,
tout sagesse de popullaire,sagesse,popullaire,de,sagesse,popullaire,False,r_has_property-1,True,
la sagesse de populaire,sagesse,populaire,de,sagesse,populaire,False,r_has_property-1,True,
cé sagesse de désirable,sagesse,désirable,de,sagesse,désirable,False,r_has_property-1,True,
tout sagesse de profonde,sagesse,profonde,de,sagesse,profonde,False,r_has_property-1,True,
quel sagesse de simple,sagesse,simple,de,sagesse,simple,False,r_has_property-1,True,
sagesse de l'expérimenté,sagesse,l'expérimenté,de,sagesse,l'expérimenté,False,r_has_property-1,True,
une sagesse de précieuse,sagesse,précieuse,de,sagesse,précieuse,False,r_has_property-1,True,
une sagesse du grande,sagesse,grande,de,sagesse,grande,False,r_has_property-1,True,
chaque sagesse de mesurée,sagesse,mesurée,de,sagesse,mesurée,False,r_has_property-1,True,
tout sagesse de cultivée,sagesse,cultivée,de,sagesse,cultivée,False,r_has_property-1,True,
une sagesse de l'intemporelle,une sagesse,l'intemporelle,de,une sagesse,l'intemporelle,False,r_has_property-1,True,
ce sagesse de intemporelle,sagesse,intemporelle,de,sagesse,intemporelle,False,r_has_property-1,True,
la sagesse du réfléchie,sagesse,réfléchie,du,sagesse,réfléchie,True,r_has_property-1,True,
quel sagesse de transmise,sagesse,transmise,de,sagesse,transmise,False,r_has_property-1,True,
ce talent de vivant,talent,vivant,de,talent,vivant,False,r_has_property-1,True,
un tallent de indéniable,tallent,indéniable,de,tallent,indéniable,False,r_has_property-1,True,
talent de musical,talent,musical,de,talent,musical,False,r_has_property-1,True,
quel talent de local,talent,local,de,talent,local,False,r_has_property-1,True,
chaque talent de exceptionnel,talent,exceptionnel,de,talent,exceptionnel,False,r_has_property-1,True,
ce talent de confirmé,talent,confirmé,de,talent,confirmé,False,r_has_property-1,True,
chaque talent de naissant,talent,naissant,de,talent,naissant,False,r_has_property-1,True,
un certain talent de offensif,talent,offensif,de,talent,offensif,False,r_has_property-1,True,
quel talent de jeune,talent,jeune,de,talent,jeune,False,r_has_property-1,True,
un certain talent de eucaryote,talent,eucaryote,de,talent,eucaryote,False,r_has_property-1,True,
chaque talent de voulu,talent,voulu,de,talent,voulu,False,r_has_property-1,True,
tout talent de belge,talent,belge,de,talent,belge,False,r_has_property-1,True,
quel talent de particulier,talent,particulier,de,talent,particulier,False,r_has_property-1,True,
un certain talent de mortel,talent,mortel,de,talent,mortel,False,r_has_property-1,True,
chaque talent de hétérotrophe,talent,hétérotrophe,de,talent,hétérotrophe,False,r_has_property-1,True,
quel talent de médiocre,talent,médiocre,de,talent,médiocre,False,r_has_property-1,True,
quél talent de vivipare,talent,vivipare,de,talent,vivipare,False,r_has_property-1,True,
tout talent de stratégique,talent,stratégique,de,talent,stratégique,False,r_has_property-1,True,
